code_individual_host,hosts_species_match,host_DNA_ext_ID,host_species,updated_host_species_name,country,state,county,locality,latitude,longitude,date_collected,host_order,host_suborder,host_family,host_subfamily,Tribe,host_genus,sex,life_stage,infected,intensity,TAMUIC_IC_CODE,observations
tt1,,R11,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Hidalgo,Metztitlan,Jilotla,20.54892,-98.74942,Ago/8/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Taeniopoda,male,nymph,n,0,TAMUIC-IGC-004548,
tt2,,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Hidalgo,Metztitlan,Jilotla,20.54892,-98.74942,Ago/8/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Taeniopoda,male,nymph,n,0,,
tt3,,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Hidalgo,Metztitlan,Jilotla,20.54892,-98.74942,Ago/8/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Taeniopoda,female,nymph,n,0,,
tt4,,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Hidalgo,Metztitlan,Jilotla,20.54892,-98.74942,Ago/8/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Taeniopoda,male,nymph,n,0,,
tt5,,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Hidalgo,Metztitlan,Jilotla,20.54892,-98.74942,Ago/8/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Taeniopoda,male,nymph,n,0,,
tt6,,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Hidalgo,Metztitlan,Jilotla,20.54892,-98.74942,Ago/8/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Taeniopoda,female,nymph,n,0,,
Taec1,Taec1,,Taeniopoda centurio,Romalea centurio,MX,Hidalgo,Huejutla de Reyes,camino a Mesa de Limatitla,21.07499,-98.41156,Ago/12/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Taeniopoda,male,adult,y,5,,
Taec1,Taec1,,Taeniopoda centurio,Romalea centurio,MX,Hidalgo,Huejutla de Reyes,camino a Mesa de Limatitla,21.07499,-98.41156,Ago/12/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Taeniopoda,male,adult,y,5,,
Taec2,Taec2,R12,Taeniopoda centurio,Romalea centurio,MX,Hidalgo,Huejutla de Reyes,camino a Mesa de Limatitla,21.07499,-98.41156,Ago/12/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Taeniopoda,male,adult,y,?,TAMUIC-IGC-004549,
Taec2,Taec2,R12,Taeniopoda centurio,Romalea centurio,MX,Hidalgo,Huejutla de Reyes,camino a Mesa de Limatitla,21.07499,-98.41156,Ago/12/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Taeniopoda,male,adult,y,?,TAMUIC-IGC-004549,
Rm1,Rm1,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,,
Rm2,Rm2,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,,
Rm3,Rm3,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,y,4,,
Rm3,Rm3,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,y,4,,
Rm4,Rm4,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,5,,
Rm4,Rm4,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,5,,
Rm4,Rm4,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,5,,
Rm4,Rm4,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,5,,
Rm4,Rm4,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,5,,
Rm5,Rm5,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm6,Rm6,R33,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,TAMUIC-IGC-004570,
Rm6,Rm6,R33,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,whole gut,TAMUIC-IGC-004570,
Rm7,Rm7,,Romalea microptera,Romalea microptera,US,Texas,Richards,Sam Houston; Lone Star Hiking Trail,30.53682,-95.781282,Aug/28/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_BR_30Jun23_1,,,Romalea microptera,Romalea microptera,US,Lousiana,Baton Rouge,Bayou Manchac Park,30.348023,-90.987638,Jun/30/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_BR_30Jun23_2,,R15,Romalea microptera,Romalea microptera,US,Lousiana,Baton Rouge,Bayou Manchac Park,30.348023,-90.987638,Jun/30/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,TAMUIC-IGC-004552,
Rm_BR_30Jun23_3,,,Romalea microptera,Romalea microptera,US,Lousiana,Baton Rouge,Bayou Manchac Park,30.348023,-90.987638,Jun/30/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_BC_29Jun23_4,Rm4,R16,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,6,TAMUIC-IGC-004553,
Rm_BC_29Jun23_5,,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_BC_29Jun23_6,Rm6,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,42,,
Rm_BC_29Jun23_6,Rm6,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,42,,
Rm_BC_29Jun23_7,Rm6,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,120,,
Rm_BC_29Jun23_7,Rm6,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,120,,
Rm_BC_29Jun23_7,Rm6,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,120,,
Rm_BC_29Jun23_7,Rm6,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,120,,
Rm_D_1Jun23_8,Rm8,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,y,1,,Black Romalea
Rm_D_1Jun23_9,Rm9,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,y,60,,Black Romalea
Rm_D_1Jun23_9,Rm9,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,y,60,,Black Romalea
Rm_D_1Jun23_9,Rm9,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,y,60,,Black Romalea
Rm_D_1Jun23_9,Rm9,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,y,60,,Black Romalea
Rm_D_1Jun23_10,Rm10,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,40,,Black Romalea
Rm_D_1Jun23_10,Rm10,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,40,,Black Romalea
Rm_D_1Jun23_10,Rm10,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,40,,Black Romalea
Rm_D_1Jun23_11,,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_D_1Jun23_12,Rm12,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,30,,Black Romalea
Rm_D_1Jun23_12,Rm12,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,30,,Black Romalea
Rm_D_1Jun23_13,Rm13,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,25,,Black Romalea
Rm_D_1Jun23_14,Rm14,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,125,,Black Romalea
Rm_D_1Jun23_14,Rm14,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,125,,Black Romalea
Rm_D_1Jun23_14,Rm14,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,125,,Black Romalea
Rm_D_1Jun23_14,Rm14,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,125,,Black Romalea
Rm_D_1Jun23_14,Rm14,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,125,,Black Romalea
Rm_D_1Jun23_15,Rm15,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,y,?,,Black Romalea. Whole gut fixed
Rm_D_1Jun23_16,Rm16,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,nymph,y,?,,Black Romalea. Whole gut fixed
Rm_D_1Jun23_17,Rm17,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,y,?,,Black Romalea. Whole gut fixed
Rm_D_1Jun23_18,Rm18,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,?,,Black Romalea. Whole gut fixed
Rm_D_1Jun23_19,Rm19,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,?,,Black Romalea. Whole gut fixed
Rm_D_1Jun23_20,Rm20,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,?,,Black Romalea. Whole gut fixed
Rm_D_1Jun23_21,Rm21,R14,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,?,TAMUIC-IGC-004551,Black Romalea. Whole gut fixed
Rm_D_1Jun23_22,Rm22,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/1/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,?,,,Black Romalea. Whole gut fixed
Rm_BC_30Jun23_23,Rm23,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,?,,Whole gut fixed
Rm_BC_30Jun23_23,Rm23,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,3,,
Rm_BC_30Jun23_24,Rm24,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,?,,Whole gut fixed
Rm_BC_30Jun23_25,Rm25,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,?,,Whole gut fixed
Rm_BC_30Jun23_26,Rm26,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,y,100,,
Rm_D_30Jun23_27,Rm27,,Romalea microptera,Romalea microptera,US,Alabama,Daphne,Village Point Park Preserve,30.628351,-87.919589,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,150,,Black Romalea
Rm_BC_30Jun23_28,,,Romalea microptera,Romalea microptera,US,Florida,Big Cypress,Road to Burns Lake Campground (South Florida),25.877455,-81.23013,Jun/29/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,,
Rm_HH_5Jul23_29,,,Romalea microptera,Romalea microptera,US,Florida,Sebring,Highlands Hammock State Park,27.471685,-81.55249,Jul/5/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_HH_5Jul23_30,,,Romalea microptera,Romalea microptera,US,Florida,Sebring,Highlands Hammock State Park,27.471685,-81.55249,Jul/5/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_HH_5Jul23_31,Rm31,,Romalea microptera,Romalea microptera,US,Florida,Sebring,Highlands Hammock State Park,27.471685,-81.55249,Jul/5/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_HH_5Jul23_32,,,Romalea microptera,Romalea microptera,US,Florida,Sebring,Highlands Hammock State Park,27.471685,-81.55249,Jul/5/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_HH_5Jul23_33,,R13,Romalea microptera,Romalea microptera,US,Florida,Sebring,Highlands Hammock State Park,27.471685,-81.55249,Jul/5/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,TAMUIC-IGC-004550,
Rm_SM_11Jul2023_34,,,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,,
Rm_SM_11Jul2023_35,,,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_SM_11Jul2023_36,,R17,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,TAMUIC-IGC-004554,
Rm_SM_11Jul2023_37,,,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,female,adult,n,0,,
Rm_SM_11Jul2023_38,,,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,,
Rm_SM_11Jul2023_39,,,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,,
Rm_SM_11Jul2023_40,,,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,,
Rm_SM_11Jul2023_41,Rm41,,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,y,1,,
Rm_SM_11Jul2023_42,Rm42,,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,,
Rm_SM_11Jul2023_43,,,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,,
Rm_SM_11Jul2023_44,,,Romalea microptera,Romalea microptera,US,Florida,Crawfordville,Saint Marks National Wildlife Refuge,30.127161,-84.142822,Jul/11/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,,Romalea,male,adult,n,0,,
